"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
"165981","-5.7668787346959","-8.4021536776891","0.056543246250922","6.9509829448522","9.8805640255286","-5.7731917692095","-5.7488791991103","0.72174289368017","-1.0762735788661","2.6886699325222","-1.4751453155689","-0.050467983854811","0.11350047541885","0.98434361557577","0.3639687392407","-0.67435680920966","0.32746351441832","0.091469915114809","1.3079407375864","2.4932238913079","0.88039509654806","-0.13043554766883","2.2414714135437","0.66534553653923","-1.8900414219346","-0.12080276384298","0.07326855857964","0.58379941831752","0","1"
"166028","-0.95639035453409","2.3615936097836","-3.1711946072317","1.9707587789256","0.4747613538519","-1.9025982043578","-0.055177812186404","0.27783122858566","-1.7458541651277","-2.5166280017922","0.87405162536668","-2.5131043286939","0.021575082306683","-3.5651188446795","0.46115342831048","-2.0157127462931","-1.7314131905532","-0.46581472714031","0.52761975559439","0.19087690343816","0.4732110860249","0.71940029809037","0.1224578478235","-0.2556498521321","-0.61925929903199","-0.48427999484406","0.68353459289291","0.44329949926776","39.9","1"
"166831","-2.0271354215854","-1.1318903572417","-1.1351942535474","1.0869626367767","-0.010547346448148","0.42379670164785","3.7908801711775","-1.1555950981702","-0.063433569932008","1.3344140623988","1.0320155821963","-0.72202308182006","-1.5332396524352","0.33411944806733","0.29747886032454","-0.42939189644709","-0.8246442104874","0.4896677988391","0.87334427153726","0.033804015479856","-0.31510455961962","0.57551969961652","0.49084200863388","0.75650236636448","-0.14268535888941","-0.60277660870391","0.50871245887101","-0.091645525701271","634.3","1"
"166883","2.0919001875156","-0.75745936225654","-1.1922576340719","-0.75545809296345","-0.62032362594322","-0.32207702666394","-1.0825106568061","0.11719996187645","-0.14092665171794","0.24931080342673","1.3383175459582","-0.3297593396568","-0.36359118894362","-1.8248391049467","-0.22967851372784","1.8423469234598","1.1942117138224","0.037466657639024","0.42309936907642","0.037437543783675","0.28825272036713","0.83193931044744","0.1420069906079","0.59261497425754","-0.19614314519863","-0.13667626226862","0.020182365316786","-0.015469705169282","19.95","1"
"167338","-1.3744243880259","2.7931846110464","-4.3465720554461","2.4007314199321","-1.6884327142604","0.11113609252094","-0.92203762126275","-2.149929975296","-2.0274737561093","-4.3908419221828","1.2419581755459","-3.9105215001882","-1.2256362992395","-4.6979968712878","0.67610830410694","-2.077065541616","-2.6835208979088","-0.52594933255022","0.42234244481934","0.65019585571989","-0.87077852155502","0.50484915999462","0.13799426850986","0.36827456897565","0.10313665480357","-0.41420882809074","0.45498158485835","0.096710964231992","349.08","1"
"169142","-1.9278833210546","1.1256526636705","-4.5183306413299","1.7492925334659","-1.5664872919775","-2.0104942311521","-0.88284983085808","0.69721110926133","-2.0649452874475","-5.5877937819534","2.1157951772133","-5.4174240819973","-1.2351226314239","-6.6651768946334","0.40170068673817","-2.8978251167174","-4.5705294336507","-1.3151472138543","0.39116704093507","1.2529667347036","0.77858397895007","-0.31918881886051","0.63941896115312","-0.29488504038003","0.53750253554298","0.78839505652871","0.29267996629528","0.14796792872254","390","1"
"169347","1.3785589973413","1.2893809371106","-5.0042467844114","1.4118498419441","0.44258063556778","-1.3265359338336","-1.4131699559071","0.24852546762718","-1.1273959341708","-3.2321531753951","2.8584658156696","-3.0969148983515","-0.79253243617775","-5.2101408457258","-0.61380326385051","-2.1552968853522","-3.2671156810665","-0.68850546268346","0.73765721747767","0.2261379455007","0.37061185723249","0.02823444541407","-0.14564042919715","-0.081049406910777","0.52187450195945","0.73946725605606","0.38915184352062","0.18663654752269","0.76","1"
"169351","-0.6761426705932","1.1263660623459","-2.2136995230806","0.46830838758824","-1.1205410444331","-0.0033462959955454","-2.2347392960874","1.2101579638377","-0.65224992035649","-3.4638908790457","1.7949689685664","-2.7750215403627","-0.4189501437331","-4.0571623771621","-0.7126159686076","-1.603014747456","-5.0353259172241","-0.50699988370237","0.26627232026765","0.24796775262809","0.75182553815453","0.83410769003637","0.19094387277344","0.032070085609391","-0.73969482265226","0.47111096261267","0.38510744870508","0.19436147923645","77.89","1"
"169966","-3.1138316073851","0.58586417180689","-5.3997302107324","1.8170924734553","-0.84061846599106","-2.9435477907197","-2.2080019200337","1.0587326772306","-1.6323333497498","-5.2459838377696","1.9335195368359","-5.0304647969546","-1.1274545750116","-6.4166279759745","0.1412372343287","-2.5494982363363","-4.6147170685159","-1.4781379412604","-0.035480366466724","0.30627074036809","0.58327599870134","-0.26920863798658","-0.45610777258401","-0.18365912954972","-0.32816775925576","0.60611581032968","0.8848755395429","-0.25370031889438","245","1"
"170348","1.9919760961759","0.15847588730423","-2.5834406450352","0.40866999299844","1.1511470607794","-0.096694744184803","0.22305026745554","-0.068383877774701","0.57782938384487","-0.88872167586515","0.49114024165679","0.72890331984361","0.38042804551399","-1.9488833487002","-0.83249813630087","0.51943554920329","0.90356237661725","1.1973147179937","0.59350884694692","-0.017652256705291","-0.1643503278255","-0.29513516685156","-0.07217253110184","-0.45026131342332","0.31326660899547","-0.28961658569688","0.0029875822434291","-0.015308812848598","42.53","1"
"0","-1.3598071336738","-0.07278117330985","2.5363467379691","1.3781552242744","-0.33832076994252","0.46238777776229","0.23959855406126","0.098697901261051","0.36378696961121","0.090794171978932","-0.55159953326081","-0.61780085576235","-0.99138984723541","-0.31116935369988","1.4681769720943","-0.47040052525948","0.20797124192924","0.025790580198559","0.40399296025573","0.25141209823971","-0.018306777944153","0.2778375755589","-0.11047391018877","0.066928074914673","0.12853935827353","-0.18911484388882","0.13355837674039","-0.021053053453821","149.62","0"
